term,petitioner,respondent,jurisdiction,caseOrigin,caseSource,certReason,issue,issueArea,vote
1981,198,195,2,302,300,1,40070,4,dissent
1981,28,110,1,302,300,11,10050,1,dissent
1981,151,249,1,55,32,12,70020,7,dissent
1981,28,126,1,96,22,10,40050,4,dissent
1981,28,215,1,117,26,12,10020,1,dissent
1981,28,215,1,0,29,12,10020,1,dissent
1981,151,145,1,32,32,12,80040,8,dissent
1981,28,126,1,66,27,11,90130,9,dissent
1981,27,100,1,98,24,11,10590,1,dissent
1981,151,182,1,126,24,12,20060,2,dissent
1981,28,215,1,103,26,11,10020,1,dissent
1981,27,126,1,55,32,11,10020,1,dissent
1981,28,126,1,59,25,12,10130,1,dissent
1981,145,151,1,96,22,10,20060,2,dissent
1981,28,137,1,43,25,11,10130,1,dissent
1981,335,226,1,55,32,10,50040,5,dissent
1981,27,100,1,55,32,12,10060,1,dissent
1981,100,28,1,302,300,11,10170,1,dissent
1981,249,247,1,55,32,12,80140,8,dissent
1981,27,100,1,79,24,10,10030,1,dissent
1981,28,197,2,66,27,1,80110,8,dissent
1981,19,8,1,55,32,10,80060,8,dissent
1981,145,232,1,80,21,11,20400,2,dissent
1981,28,211,2,122,25,1,20030,2,dissent
1981,165,212,1,96,22,11,20180,2,dissent
1981,21,164,1,96,22,11,20210,2,dissent
1981,151,332,1,100,24,12,20140,2,dissent
1981,100,27,1,77,25,2,10430,1,dissent
1981,120,28,1,109,23,12,20400,2,dissent
1981,195,124,2,302,300,1,40070,4,dissent
1981,202,5,1,110,23,3,10020,1,dissent
1981,27,106,1,51,29,11,10270,1,dissent
1981,21,239,1,47,28,12,80060,8,dissent
1982,28,27,9,0,0,1,100010,10,majority
1982,368,106,1,29,29,12,20260,2,majority
1982,368,106,1,29,29,12,40010,4,majority
1982,28,100,1,86,28,12,10100,1,majority
1982,134,135,1,109,23,2,90110,9,majority
1982,184,134,1,302,300,12,90380,9,majority
1982,28,211,2,104,104,1,30140,3,majority
1982,28,115,2,80,21,1,30170,3,majority
1982,231,366,1,32,32,11,90120,9,majority
1982,184,3,2,302,301,1,80100,8,majority
1982,3,27,2,55,55,1,20020,2,majority
1982,28,28,9,0,0,1,110020,11,majority
1982,343,201,1,55,32,12,30140,3,majority
1982,8,412,1,127,24,12,70060,7,majority
1982,145,120,1,22,22,2,80050,8,majority
1982,247,382,1,32,32,12,70020,7,majority
1982,126,28,1,302,301,11,10170,1,majority
1982,216,173,1,120,25,2,80120,8,majority
1982,113,28,2,302,300,1,80100,8,majority
1982,187,148,2,302,300,1,80110,8,majority
1982,151,249,1,50,29,12,80010,8,majority
1982,28,100,1,302,300,5,10090,1,majority
1982,167,120,1,99,24,12,90380,9,majority
1982,28,100,1,302,300,5,10220,1,majority
1982,3,27,2,55,55,1,20020,2,majority
1982,103,27,1,55,32,2,80060,8,majority
1982,3,176,1,300,300,11,80110,8,majority
1982,332,28,2,134,134,1,20060,2,majority
1982,304,195,1,116,26,11,80060,8,majority
1982,28,27,2,101,28,1,100030,10,majority
1982,184,252,1,69,27,11,80010,8,majority
1982,27,143,1,58,25,3,80170,8,majority
1982,20,111,1,55,32,12,90320,9,majority
1982,245,234,1,48,29,12,90400,9,majority
1982,28,176,2,129,29,1,80100,8,majority
1982,190,28,2,302,300,1,30010,3,majority
1982,175,27,1,302,300,2,20170,2,majority
1982,249,145,2,302,301,1,100020,10,majority
1982,151,382,1,23,23,11,70160,7,majority
1982,26,239,1,45,29,2,20400,2,majority
1982,27,185,1,49,29,2,10090,1,majority
1982,211,28,1,104,26,3,20030,2,majority
1982,360,176,1,55,32,12,90120,9,majority
1982,19,215,1,87,28,11,20400,2,majority
1982,27,218,2,55,32,1,30010,3,majority
1982,194,4,1,49,29,11,100030,10,majority
1982,120,146,1,48,29,2,70180,7,majority
1982,304,28,1,101,28,12,100020,10,majority
1982,369,240,1,9,25,2,120010,12,majority
1982,148,4,2,302,300,1,100030,10,majority
1982,184,148,1,32,32,12,80270,8,majority
1982,159,24,1,96,22,11,90400,9,majority
1982,234,145,1,103,26,2,80050,8,majority
1982,27,195,1,48,29,2,10590,1,majority
1982,232,369,1,114,24,11,20050,2,majority
1982,120,145,1,32,32,12,80070,8,majority
1982,189,172,1,54,23,11,80180,8,majority
1982,217,28,1,302,301,5,20340,2,majority
1982,369,240,1,120,25,2,120030,12,majority
1982,151,249,1,84,25,10,20060,2,majority
1982,330,28,1,23,23,12,100130,10,majority
1982,249,182,1,154,21,12,90130,9,majority
1982,129,153,2,302,300,1,20200,2,majority
1982,326,187,1,134,30,10,80130,8,majority
1982,27,198,2,134,134,1,120010,12,majority
1982,194,150,1,32,32,12,80130,8,majority
1982,247,249,1,79,24,12,70060,7,majority
1982,198,28,2,302,300,1,80100,8,majority
1982,27,114,1,97,22,3,80030,8,majority
1982,19,186,1,51,29,11,80060,8,majority
1982,19,126,1,126,24,11,20400,2,majority
1982,28,170,1,93,30,12,20160,2,majority
1982,151,182,1,79,24,2,90110,9,majority
1982,100,27,1,58,25,2,10430,1,majority
1982,8,19,1,42,25,12,80060,8,majority
1982,382,151,1,21,21,2,70080,7,majority
1982,123,195,1,66,27,12,100030,10,majority
1982,3,165,1,103,26,3,50020,5,majority
1982,206,28,2,302,300,1,50020,5,majority
1982,116,145,1,111,23,11,80050,8,majority
1982,28,28,9,0,0,1,90370,9,majority
1982,19,8,1,112,21,12,20400,2,majority
1982,151,332,1,126,24,3,20140,2,majority
1982,211,28,2,92,92,1,20090,2,majority
1982,195,195,2,302,301,1,40020,4,majority
1982,220,412,1,22,22,7,90120,9,majority
1982,28,100,1,302,300,12,90180,9,majority
1982,368,106,2,29,29,1,130010,13,majority
1982,4,146,2,48,29,1,90320,9,majority
1982,189,171,1,32,32,12,90120,9,majority
1982,28,151,2,96,22,1,100030,10,majority
1982,235,382,1,24,24,2,70150,7,majority
1982,184,4,2,302,301,1,80100,8,majority
1982,27,170,1,3,3,10,80060,8,majority
1982,3,167,1,302,300,10,40040,4,majority
1982,153,188,2,302,300,1,20130,2,majority
1982,28,126,1,115,28,11,10140,1,majority
1982,27,185,1,51,29,12,10370,1,majority
1982,27,126,1,66,27,12,10370,1,majority
1982,28,170,1,88,29,12,90090,9,majority
1982,113,5,1,301,301,6,80100,8,majority
1982,28,100,1,81,26,12,10020,1,dissent
1982,28,100,1,103,26,11,10030,1,dissent
1982,28,215,1,110,23,11,40040,4,dissent
1982,246,164,1,32,32,10,80320,8,dissent
1982,249,249,2,69,27,1,30010,3,dissent
1982,27,185,1,114,24,3,10440,1,dissent
1982,144,143,1,42,25,10,80010,8,dissent
1982,126,19,1,69,27,3,20400,2,dissent
1982,240,369,1,9,27,12,120010,12,dissent
1982,28,28,9,0,0,1,20160,2,dissent
1982,3,208,1,48,29,12,90240,9,dissent
1982,19,8,1,75,25,12,30010,3,dissent
1982,28,126,1,43,31,0,10340,1,dissent
1982,28,215,1,63,29,2,40040,4,dissent
1982,19,169,1,87,28,12,60010,6,dissent
1982,113,27,1,50,29,12,80010,8,dissent
1982,28,100,1,302,300,11,10050,1,dissent
1982,165,28,1,87,28,3,50020,5,dissent
1982,27,100,1,77,25,3,10050,1,dissent
1982,113,24,1,96,22,12,130020,13,dissent
1982,211,28,2,134,134,1,20090,2,dissent
1982,28,126,1,59,25,6,10130,1,dissent
1982,28,28,9,0,0,1,110020,11,dissent
1982,28,110,1,302,301,11,10100,1,dissent
1982,4,209,1,25,25,12,90120,9,dissent
1982,136,27,1,302,300,12,40010,4,dissent
1982,25,28,1,83,28,2,30180,3,dissent
1982,151,145,1,302,301,12,100020,10,dissent
1982,10,3,1,96,22,12,20060,2,dissent
1982,119,405,1,32,32,10,80120,8,dissent
1982,333,150,1,32,32,10,60010,6,dissent
1982,19,115,1,51,29,12,20160,2,dissent
1982,28,137,1,94,22,12,10120,1,dissent
1982,28,210,1,302,301,12,10050,1,dissent
1982,17,211,1,89,28,12,30170,3,dissent
1982,249,151,1,119,25,10,20400,2,dissent
1982,126,28,1,122,25,11,10130,1,dissent
1982,126,28,1,302,300,12,10130,1,dissent
1982,28,126,1,302,300,12,10130,1,dissent
1982,28,100,1,302,300,10,10060,1,dissent
1982,28,100,1,302,301,12,10100,1,dissent
1983,104,28,2,302,300,1,100030,10,majority
1983,126,27,1,56,25,2,10570,1,majority
1983,28,205,1,126,24,11,80340,8,majority
1983,100,27,1,0,29,12,10280,1,majority
1983,27,247,1,29,29,2,70170,7,majority
1983,27,106,1,50,29,12,90460,9,majority
1983,333,128,1,117,26,12,90460,9,majority
1983,145,194,2,107,30,1,90340,9,majority
1983,28,110,1,302,301,11,10050,1,majority
1983,240,369,1,9,23,2,120010,12,majority
1983,371,151,2,101,101,1,10050,1,majority
1983,184,172,1,48,29,12,80190,8,majority
1983,190,6,1,302,301,11,30010,3,majority
1983,119,237,1,96,22,2,80120,8,majority
1983,160,161,2,302,300,1,80160,8,majority
1983,9,21,1,103,26,3,20400,2,majority
1983,249,3,2,301,300,1,20220,2,majority
1983,251,5,2,114,114,1,20020,2,majority
1983,100,27,1,109,23,2,90380,9,majority
1983,28,100,1,302,300,12,90180,9,majority
1983,240,369,1,9,31,2,120020,12,majority
1983,27,195,1,114,24,11,10170,1,majority
1983,28,408,9,0,0,1,90370,9,majority
1983,28,170,1,115,28,6,20160,2,majority
1983,231,140,1,110,23,2,20060,2,majority
1983,363,13,2,42,42,1,20130,2,majority
1983,226,174,1,302,301,12,40060,4,majority
1983,27,103,1,48,29,12,50040,5,majority
1983,27,216,1,96,22,11,120010,12,majority
1983,382,151,1,26,26,2,70080,7,majority
1983,195,27,1,109,23,2,80060,8,majority
1983,363,155,1,50,29,10,90340,9,majority
1983,5,251,2,57,25,1,90340,9,majority
1983,332,151,1,86,28,7,20060,2,majority
1983,28,28,9,0,0,1,110010,11,majority
1983,28,28,9,0,0,1,110020,11,majority
1983,195,3,1,302,300,12,40070,4,majority
1983,104,234,1,96,22,12,80070,8,majority
1983,8,19,1,81,26,12,20400,2,majority
1983,137,28,1,302,300,11,10220,1,majority
1983,28,184,1,302,300,12,80100,8,majority
1983,151,146,1,86,28,4,70010,7,majority
1983,190,16,1,302,300,12,90190,9,majority
1983,147,28,2,302,300,1,80100,8,majority
1983,188,153,1,302,301,11,20040,2,majority
1983,145,249,1,51,29,12,70030,7,majority
1983,338,205,1,55,32,11,50040,5,majority
1983,27,100,1,87,28,2,10420,1,majority
1983,174,178,1,80,21,11,30030,3,majority
1983,151,183,1,46,28,12,90150,9,majority
1983,16,110,1,126,24,11,20400,2,majority
1983,111,20,1,45,29,11,80010,8,majority
1983,27,100,1,107,30,12,10120,1,majority
1983,382,249,1,23,23,12,90120,9,majority
1983,100,28,1,302,300,10,10050,1,majority
1983,148,170,1,29,29,12,20150,2,majority
1983,195,27,1,119,25,2,40070,4,majority
1983,137,28,1,302,300,11,10600,1,majority
1983,363,165,1,111,23,12,20190,2,majority
1983,154,111,1,60,31,11,20140,2,majority
1983,170,120,1,302,300,10,20160,2,majority
1983,27,8,1,109,23,2,80050,8,majority
1983,28,126,1,302,300,12,10170,1,majority
1983,106,28,1,121,25,12,20120,2,majority
1983,4,195,2,63,29,1,40070,4,majority
1983,28,100,1,302,300,11,90150,9,majority
1983,28,28,9,0,0,1,110020,11,majority
1983,304,134,1,55,32,2,90120,9,majority
1983,366,245,1,31,31,11,80240,8,majority
1983,184,148,1,29,29,10,90120,9,majority
1983,368,106,1,22,22,3,20110,2,majority
1983,152,4,2,302,300,1,100030,10,majority
1983,28,100,1,302,301,12,40010,4,majority
1983,28,100,1,46,28,3,10030,1,majority
1983,4,412,2,48,29,1,100030,10,majority
1983,249,247,1,80,21,7,70060,7,majority
1983,231,231,2,83,28,1,100030,10,majority
1983,184,28,2,302,300,1,80100,8,majority
1983,124,28,1,107,30,11,100030,10,majority
1983,396,151,2,108,29,1,80090,8,majority
1983,405,119,1,128,29,10,80120,8,majority
1983,27,104,1,48,29,11,80060,8,majority
1983,27,8,1,3,8,2,80060,8,majority
1983,198,150,1,32,32,11,80130,8,majority
1983,182,151,1,100,24,11,20060,2,majority
1983,19,149,1,302,300,11,30010,3,majority
1983,333,128,2,86,86,1,40070,4,majority
1983,28,126,1,98,24,11,10020,1,majority
1983,28,126,1,84,25,12,10170,1,majority
1983,19,10,1,79,24,7,20400,2,majority
1983,192,26,1,107,30,12,80010,8,majority
1983,119,354,1,22,22,12,80120,8,majority
1983,338,211,2,48,48,1,30010,3,majority
1983,28,100,1,104,26,9,10100,1,majority
1983,19,131,2,83,28,1,30010,3,majority
1983,126,28,1,302,300,12,10170,1,majority
1983,126,28,1,119,25,0,10130,1,dissent
1983,28,126,1,76,25,12,10130,1,dissent
1983,179,363,1,58,25,12,90130,9,dissent
1983,28,126,1,56,31,12,10130,1,dissent
1983,126,28,1,58,31,0,10130,1,dissent
1983,369,240,1,9,27,12,120010,12,dissent
1983,326,28,1,48,29,12,80130,8,dissent
1983,28,126,1,100,24,0,10130,1,dissent
1983,28,126,1,51,29,12,10130,1,dissent
1983,167,229,1,109,23,12,100120,10,dissent
1983,28,100,1,122,25,12,10120,1,dissent
1983,126,28,1,56,31,12,10130,1,dissent
1983,2,8,2,83,83,1,30010,3,dissent
1983,28,217,1,302,300,5,10090,1,dissent
1983,19,27,1,65,27,12,80140,8,dissent
1983,382,151,1,23,23,4,70070,7,dissent
1983,232,330,1,111,23,12,20130,2,dissent
1983,27,195,1,92,23,2,10090,1,dissent
1983,28,100,1,115,28,11,10040,1,dissent
1983,227,3,1,113,21,12,30170,3,dissent
1983,27,210,1,83,28,3,10050,1,dissent
1983,151,145,1,43,31,12,90110,9,dissent
1983,100,27,1,74,26,12,10050,1,dissent
1983,368,145,1,48,29,3,10050,1,dissent
1983,200,208,1,302,300,11,40060,4,dissent
1983,363,180,1,48,29,11,20190,2,dissent
1983,3,211,2,48,29,1,30010,3,dissent
1983,363,140,1,124,22,11,20190,2,dissent
1983,28,175,2,96,22,1,20170,2,dissent
1983,28,100,1,71,28,11,10120,1,dissent
1983,28,100,1,302,300,12,10170,1,dissent
1983,249,10,1,118,26,12,20070,2,dissent
1983,28,100,1,302,300,12,10100,1,dissent
1983,184,184,1,66,27,11,80010,8,dissent
1983,15,145,1,55,32,12,80070,8,dissent
1983,28,100,1,111,23,11,10260,1,dissent
1983,27,100,1,48,29,2,10420,1,dissent
1983,119,354,1,32,32,10,80120,8,dissent
1983,19,13,2,57,31,1,20400,2,dissent
1983,408,244,1,80,21,12,30060,3,dissent
1983,326,218,1,55,32,12,30150,3,dissent
1983,100,27,1,55,32,2,10170,1,dissent
1983,179,27,1,98,24,2,20040,2,dissent
1983,126,28,1,302,300,12,10130,1,dissent
1983,19,215,1,127,24,2,10050,1,dissent
1983,28,110,1,48,29,3,40040,4,dissent
1983,408,178,2,96,96,1,30010,3,dissent
1983,27,210,1,93,30,11,10050,1,dissent
1983,369,222,1,55,32,12,90240,9,dissent
1983,100,27,1,94,22,11,10050,1,dissent
1983,407,142,2,83,83,1,10090,1,dissent
1983,27,100,1,48,29,11,10050,1,dissent
1983,28,100,1,302,300,12,10050,1,dissent
1983,164,21,1,113,21,7,60010,6,dissent
1983,368,106,1,29,29,12,10050,1,dissent
1984,327,501,1,92,23,2,90130,9,majority
1984,100,28,1,302,300,12,10050,1,majority
1984,27,3,1,120,25,12,40070,4,majority
1984,27,100,1,48,29,12,10370,1,majority
1984,27,100,1,51,29,11,10360,1,majority
1984,100,28,1,302,300,12,10100,1,majority
1984,27,126,1,51,29,12,10420,1,majority
1984,104,230,1,96,22,11,20060,2,majority
1984,240,369,1,9,29,2,120010,12,majority
1984,172,203,1,108,29,2,80200,8,majority
1984,3,115,1,302,300,11,90130,9,majority
1984,5,21,2,302,300,1,100120,10,majority
1984,28,114,1,104,26,11,80030,8,majority
1984,28,164,1,117,26,11,20210,2,majority
1984,240,369,1,96,22,2,120010,12,majority
1984,28,100,1,73,26,12,10120,1,majority
1984,208,3,1,118,26,11,20400,2,majority
1984,382,151,1,26,26,2,70070,7,majority
1984,27,28,9,0,0,1,100040,10,majority
1984,8,18,2,122,122,1,70040,7,majority
1984,27,170,1,90,29,11,20150,2,majority
1984,100,28,1,302,300,10,10040,1,majority
1984,136,28,1,302,300,12,20380,2,majority
1984,27,28,9,0,0,1,100040,10,majority
1984,128,150,1,23,23,3,80130,8,majority
1984,222,5,2,114,114,1,20020,2,majority
1984,363,202,1,50,29,2,20190,2,majority
1984,119,173,1,51,29,2,80160,8,majority
1984,5,170,1,95,22,10,20160,2,majority
1984,20,111,2,91,21,1,20220,2,majority
1984,206,206,1,66,27,12,90090,9,majority
1984,104,208,1,48,29,2,80070,8,majority
1984,231,145,1,302,301,12,80040,8,majority
1984,108,231,2,66,27,1,80220,8,majority
1984,343,201,2,109,109,1,30140,3,majority
1984,9,3,1,100,24,2,20140,2,majority
1984,113,5,2,302,300,1,80100,8,majority
1984,330,28,1,23,23,12,100130,10,majority
1984,330,2,1,26,26,12,100130,10,majority
1984,194,207,1,32,32,2,90120,9,majority
1984,28,100,1,126,24,11,10050,1,majority
1984,13,390,1,8,8,12,90120,9,majority
1984,100,27,1,127,24,2,10440,1,majority
1984,28,100,2,118,26,1,10050,1,majority
1984,3,3,1,133,27,12,80010,8,majority
1984,245,27,1,60,25,11,80010,8,majority
1984,27,137,1,50,29,12,10600,1,majority
1984,28,28,9,0,0,1,110010,11,majority
1984,28,126,1,82,26,12,90130,9,majority
1984,241,170,1,45,29,11,20150,2,majority
1984,151,145,1,302,300,11,100020,10,majority
1984,28,251,2,42,31,1,20010,2,majority
1984,19,208,1,93,30,5,20400,2,majority
1984,21,9,1,109,23,12,20400,2,majority
1984,130,371,1,47,28,12,70040,7,majority
1984,28,215,1,59,31,12,10220,1,majority
1984,315,111,1,66,27,2,80030,8,majority
1984,21,2,1,80,21,11,20210,2,majority
1984,27,28,9,0,0,1,100010,10,majority
1984,28,28,9,0,0,1,110010,11,majority
1984,100,27,1,66,27,2,10450,1,majority
1984,368,106,1,28,28,10,20110,2,majority
1984,501,501,2,80,21,1,90340,9,majority
1984,160,161,1,58,31,12,40060,4,majority
1984,7,363,1,53,22,3,20190,2,majority
1984,123,233,1,129,29,2,80120,8,majority
1984,233,123,1,92,23,2,80120,8,majority
1984,5,165,2,56,31,1,100030,10,majority
1984,171,28,2,302,300,1,100030,10,majority
1984,28,170,1,88,29,11,20160,2,majority
1984,21,170,1,88,29,11,90320,9,majority
1984,100,27,1,66,27,12,10570,1,majority
1984,196,231,1,54,23,2,80130,8,majority
1984,28,202,2,43,31,1,30180,3,majority
1984,113,354,1,22,22,10,80020,8,majority
1984,190,405,1,94,22,10,80130,8,majority
1984,252,238,1,108,29,7,80010,8,majority
1984,119,173,1,50,29,2,80130,8,majority
1984,126,28,1,302,300,12,10130,1,majority
1984,8,3,1,79,24,10,20060,2,majority
1984,104,145,1,48,29,11,20060,2,majority
1984,146,151,1,81,26,12,80090,8,majority
1984,122,122,1,52,30,12,80010,8,majority
1984,111,16,1,28,28,11,60030,6,majority
1984,145,151,1,302,300,11,30170,3,majority
1984,198,195,1,302,300,11,40060,4,majority
1984,382,249,1,24,24,12,70020,7,majority
1984,28,174,1,73,26,2,60010,6,majority
1984,100,27,1,48,29,4,10570,1,majority
1984,21,25,1,82,26,12,30180,3,majority
1984,239,25,1,94,22,12,30180,3,majority
1984,28,28,9,0,0,1,110010,11,majority
1984,28,100,1,302,301,12,10050,1,dissent
1984,100,27,1,58,31,2,10380,1,dissent
1984,220,112,1,96,22,10,80190,8,dissent
1984,19,239,1,302,300,11,10050,1,dissent
1984,28,126,1,56,31,7,10250,1,dissent
1984,27,210,1,45,29,12,10060,1,dissent
1984,27,100,1,107,30,11,10370,1,dissent
1984,28,100,1,302,301,11,10100,1,dissent
1984,151,145,1,25,25,12,80070,8,dissent
1984,142,27,1,48,29,3,30130,3,dissent
1984,27,110,1,114,24,12,10050,1,dissent
1984,171,28,2,302,301,1,80100,8,dissent
1984,27,195,2,90,90,1,40070,4,dissent
1984,2,164,1,49,29,12,90130,9,dissent
1984,10,21,1,118,26,4,60010,6,dissent
1984,28,100,1,302,300,11,10060,1,dissent
1984,28,215,1,302,300,11,40040,4,dissent
1984,220,178,1,96,22,12,80190,8,dissent
1984,126,27,1,57,31,11,10170,1,dissent
1984,28,212,1,80,21,12,40010,4,dissent
1984,205,170,1,93,30,10,20150,2,dissent
1984,126,28,1,302,300,5,10130,1,dissent
1984,28,215,1,302,300,12,40040,4,dissent
1984,28,117,1,302,301,6,10050,1,dissent
1984,28,109,2,128,29,1,30190,3,dissent
1984,390,8,1,8,8,10,40030,4,dissent
1984,27,218,1,63,29,12,30150,3,dissent
1984,369,113,1,46,28,4,120010,12,dissent
1984,122,120,1,302,300,6,30030,3,dissent
1984,106,368,1,58,31,12,90330,9,dissent
1984,19,208,1,66,27,11,60010,6,dissent
1984,249,382,1,27,27,2,70060,7,dissent
1984,7,164,1,48,29,2,100120,10,dissent
1984,414,250,2,50,50,1,60010,6,dissent
1984,159,184,1,94,22,10,10450,1,dissent
1984,27,110,1,48,29,3,10050,1,dissent
1984,113,138,1,66,27,11,10450,1,dissent
1984,159,125,1,112,21,11,80160,8,dissent
1984,27,126,1,129,29,12,10160,1,dissent
1984,28,217,1,92,23,5,10330,1,dissent
1984,7,170,1,108,29,4,20160,2,dissent
1984,390,207,1,55,32,12,30010,3,dissent
1985,28,28,9,0,0,1,110010,11,majority
1985,28,100,1,302,300,12,10270,1,majority
1985,100,28,1,302,301,12,10010,1,majority
1985,7,19,1,109,23,2,90320,9,majority
1985,215,28,1,46,28,2,10030,1,majority
1985,126,28,1,92,23,3,10020,1,majority
1985,132,501,1,73,26,12,90130,9,majority
1985,27,139,1,81,26,11,80130,8,majority
1985,28,100,1,302,300,12,10120,1,majority
1985,19,215,1,69,27,3,80060,8,majority
1985,26,239,1,81,26,11,40020,4,majority
1985,27,195,1,48,29,12,10590,1,majority
1985,28,126,1,49,29,12,20040,2,majority
1985,28,136,1,56,31,5,10090,1,majority
1985,215,19,1,126,24,2,20400,2,majority
1985,354,113,1,30,30,11,90120,9,majority
1985,209,4,2,302,300,1,100030,10,majority
1985,164,7,1,302,300,12,30180,3,majority
1985,113,7,1,92,23,11,80030,8,majority
1985,184,113,1,41,31,11,90090,9,majority
1985,148,4,2,300,300,1,30020,3,majority
1985,27,28,9,0,0,1,100010,10,majority
1985,27,501,1,96,22,12,90130,9,majority
1985,382,145,1,29,29,2,70100,7,majority
1985,146,396,2,48,48,1,40070,4,majority
1985,7,184,2,133,27,1,100030,10,majority
1985,249,8,1,66,27,3,70030,7,majority
1985,19,174,1,113,21,11,20400,2,majority
1985,25,19,2,302,300,1,100030,10,majority
1985,206,3,1,104,26,2,20400,2,majority
1985,239,21,1,110,23,10,30170,3,majority
1985,188,153,2,302,301,1,90390,9,majority
1985,28,100,1,113,21,12,10190,1,majority
1985,121,3,1,48,29,11,100030,10,majority
1985,28,100,1,302,300,12,10120,1,majority
1985,27,3,1,3,8,12,90120,9,majority
1985,28,100,1,302,300,12,10270,1,majority
1985,151,145,1,129,29,11,90330,9,majority
1985,27,100,1,50,29,12,90150,9,majority
1985,184,172,1,66,8,12,80180,8,majority
1985,27,206,1,3,8,12,120010,12,majority
1985,153,408,1,129,29,2,120010,12,majority
1985,126,28,1,302,300,12,10130,1,majority
1985,100,27,1,79,24,4,10390,1,majority
1985,332,347,1,32,32,11,90150,9,majority
1985,206,206,2,66,27,1,90240,9,majority
1985,100,28,1,302,300,12,10170,1,majority
1985,371,5,1,29,29,2,90120,9,majority
1985,4,338,1,24,24,11,100030,10,majority
1985,249,145,2,302,300,1,90180,9,majority
1985,234,245,1,22,22,11,80010,8,majority
1985,341,233,1,107,30,11,80350,8,majority
1985,4,205,1,79,24,12,100030,10,majority
1985,357,206,1,27,27,11,80010,8,majority
1985,363,3,1,94,22,12,20210,2,majority
1985,3,124,1,48,29,11,30010,3,majority
1985,28,170,1,114,24,10,20160,2,majority
1985,100,28,1,302,301,12,10270,1,majority
1985,27,240,2,67,67,1,120020,12,majority
1985,27,240,1,3,8,2,120010,12,majority
1985,363,206,1,81,26,3,90120,9,majority
1985,100,28,1,302,300,6,10010,1,majority
1985,27,170,1,115,28,12,20150,2,majority
1985,28,206,1,109,23,12,50020,5,majority
1985,27,170,1,83,28,10,20150,2,majority
1985,166,153,2,302,301,1,20200,2,majority
1985,116,184,1,92,23,2,80070,8,majority
1985,304,152,1,56,31,10,40070,4,majority
1985,148,19,2,301,300,1,100030,10,majority
1985,340,134,1,55,32,11,90120,9,majority
1985,104,7,2,302,300,1,100030,10,majority
1985,174,220,1,92,23,4,90110,9,majority
1985,363,8,2,49,49,1,40070,4,majority
1985,27,149,1,3,8,12,120010,12,majority
1985,28,157,2,78,21,1,80110,8,majority
1985,7,180,1,302,300,5,20190,2,majority
1985,249,371,1,55,32,11,90240,9,majority
1985,195,5,2,302,301,1,40070,4,majority
1985,28,100,1,92,23,12,10120,1,majority
1985,126,28,1,58,31,10,10130,1,majority
1985,408,169,2,92,92,1,90130,9,majority
1985,28,100,1,302,300,12,10270,1,majority
1985,220,6,1,302,300,11,30010,3,majority
1985,28,251,2,98,98,1,20020,2,majority
1985,28,211,2,69,69,1,20090,2,majority
1985,100,28,1,66,27,12,10040,1,majority
1985,249,332,1,96,22,12,20070,2,majority
1985,249,3,1,103,26,10,20070,2,majority
1985,27,208,1,119,25,2,80060,8,majority
1985,360,211,2,55,55,1,130020,13,majority
1985,212,19,1,81,26,2,20180,2,dissent
1985,100,28,1,302,300,12,10170,1,dissent
1985,126,28,1,103,26,4,10350,1,dissent
1985,27,100,1,108,29,2,10590,1,dissent
1985,215,19,1,92,23,2,20400,2,dissent
1985,28,126,1,85,25,2,10130,1,dissent
1985,27,100,1,120,25,2,10370,1,dissent
1985,3,242,1,129,29,12,30190,3,dissent
1985,28,100,1,302,300,12,10060,1,dissent
1985,28,126,1,104,26,12,10170,1,dissent
1985,195,3,1,302,300,12,80010,8,dissent
1985,28,215,1,108,29,12,10140,1,dissent
1985,27,100,1,109,23,11,10270,1,dissent
1985,28,100,1,113,21,11,10100,1,dissent
1985,186,324,1,55,32,10,30160,3,dissent
1985,159,147,1,109,23,11,80010,8,dissent
1985,28,111,1,64,29,3,60010,6,dissent
1985,28,238,1,302,300,5,30190,3,dissent
1985,126,28,1,302,300,11,10170,1,dissent
1985,28,126,1,46,28,2,10250,1,dissent
1985,28,100,1,302,301,11,10050,1,dissent
1985,128,27,1,81,26,11,10050,1,dissent
1985,8,21,1,81,26,10,20070,2,dissent
1985,100,27,1,50,29,2,10590,1,dissent
1985,363,166,2,48,48,1,20180,2,dissent
1985,363,167,1,96,22,12,20210,2,dissent
1985,170,120,1,302,300,11,20160,2,dissent
1985,126,28,1,302,300,11,40010,4,dissent
1985,126,28,1,56,31,12,10250,1,dissent
1985,104,208,1,75,25,2,80050,8,dissent
1985,220,174,1,55,32,2,30030,3,dissent
1985,184,208,1,55,32,2,90110,9,dissent
1985,28,100,1,96,22,11,10120,1,dissent
1985,28,100,1,126,24,12,10020,1,dissent
1985,126,28,1,126,24,11,10020,1,dissent
1985,329,164,1,32,32,11,20210,2,dissent
1985,304,212,2,121,121,1,20180,2,dissent
1985,28,162,1,60,31,2,50010,5,dissent
1985,157,150,1,55,32,12,80130,8,dissent
1985,21,28,1,84,25,12,20050,2,dissent
1985,27,10,1,55,32,11,60010,6,dissent
1985,109,28,2,302,300,1,30020,3,dissent
1985,136,28,1,302,300,12,10090,1,dissent
1985,28,150,1,109,23,12,60010,6,dissent
1985,28,100,1,117,26,12,10220,1,dissent
1985,247,151,2,302,300,1,100030,10,dissent
1985,173,237,1,83,28,3,80120,8,dissent
