"","X","sex","yob","g2000","g2002","g2004","p2000","p2002","p2004","voting","hawthorne","civicduty","neighbors","self","control"
"14374",14374,0,1942,1,0,1,0,0,0,1,0,1,0,0,0
"14375",14375,1,1970,0,0,1,0,0,0,0,0,1,0,0,0
"14376",14376,1,1956,1,1,1,0,1,1,1,0,0,0,0,1
"14377",14377,0,1954,1,1,1,0,0,1,1,0,0,0,0,1
"14378",14378,0,1986,0,0,1,0,0,0,1,0,0,0,0,1
"14379",14379,0,1954,0,1,1,1,1,0,0,0,0,0,1,0
"14380",14380,1,1973,1,1,1,0,0,1,0,0,0,0,0,1
"14381",14381,0,1972,0,0,1,0,1,0,1,0,0,0,0,1
"14382",14382,0,1968,1,1,1,0,0,1,1,0,0,0,0,1
"14383",14383,1,1954,1,1,1,0,0,0,0,0,0,0,1,0
"14384",14384,0,1957,1,1,1,0,0,0,1,0,0,0,1,0
"14385",14385,0,1968,1,1,1,0,1,0,0,0,0,0,0,1
"14386",14386,1,1968,1,1,1,0,1,0,1,0,0,0,0,1
"14387",14387,0,1938,1,1,1,0,0,0,0,0,0,0,0,1
"14388",14388,1,1936,1,0,1,0,0,0,0,0,0,0,0,1
"14389",14389,0,1949,1,1,1,0,1,0,1,0,0,0,0,1
"14390",14390,1,1950,1,1,1,0,0,0,0,0,0,0,0,1
"14391",14391,0,1958,1,1,1,1,0,0,1,0,0,0,1,0
"14392",14392,1,1964,1,1,1,0,0,0,0,0,0,0,1,0
"14393",14393,1,1947,1,1,1,0,1,0,0,0,0,0,0,1
"14394",14394,0,1945,1,1,1,0,0,1,0,0,0,0,0,1
"14395",14395,1,1948,0,0,1,0,0,0,0,0,0,0,0,1
"14396",14396,0,1946,1,1,1,0,0,1,0,0,0,0,0,1
"14397",14397,0,1975,1,1,1,0,1,1,0,0,0,0,0,1
"14398",14398,0,1933,1,1,1,0,1,1,0,0,0,1,0,0
"14399",14399,1,1975,1,0,1,0,0,1,1,0,0,1,0,0
"14400",14400,1,1958,1,1,1,0,1,0,1,1,0,0,0,0
"14401",14401,0,1958,1,1,1,0,1,0,1,1,0,0,0,0
"14402",14402,0,1930,1,1,1,1,1,0,0,0,0,0,0,1
"14403",14403,0,1942,1,1,1,1,0,0,0,1,0,0,0,0
"14404",14404,1,1945,1,1,1,1,0,1,0,1,0,0,0,0
"14405",14405,0,1951,1,1,1,1,1,1,1,0,1,0,0,0
"14406",14406,1,1951,0,0,1,0,0,1,0,0,1,0,0,0
"14407",14407,1,1962,1,1,1,0,0,0,0,0,1,0,0,0
"14408",14408,0,1962,1,1,1,0,0,1,0,0,1,0,0,0
"14409",14409,0,1985,0,0,1,0,0,0,0,0,1,0,0,0
"14410",14410,1,1972,0,0,1,0,0,0,0,0,0,0,0,1
"14411",14411,0,1947,1,1,1,0,1,0,0,0,0,0,0,1
"14412",14412,1,1964,1,1,1,0,0,1,1,0,0,0,0,1
"14413",14413,0,1969,1,1,1,0,0,1,1,0,0,0,0,1
"14414",14414,0,1943,1,1,1,0,0,1,0,0,0,0,0,1
"14415",14415,1,1961,1,1,1,0,0,1,0,0,0,0,0,1
"14416",14416,1,1952,1,1,1,0,0,1,0,0,0,1,0,0
"14417",14417,0,1949,1,1,1,0,0,0,0,0,0,1,0,0
"14418",14418,1,1956,1,1,1,0,1,1,0,0,0,0,1,0
"14419",14419,1,1965,1,1,1,0,0,1,0,0,0,0,0,1
"14420",14420,0,1962,1,0,1,0,0,0,0,0,0,0,0,1
"14421",14421,0,1976,1,1,1,0,0,1,1,0,1,0,0,0
"14422",14422,1,1976,1,1,1,0,0,1,0,0,1,0,0,0
"14423",14423,0,1969,1,1,1,0,1,0,0,0,0,0,0,1
"14424",14424,1,1972,1,1,1,0,1,0,0,0,0,0,0,1
"14425",14425,1,1957,1,0,1,0,1,1,0,0,0,0,0,1
"14426",14426,0,1953,1,1,1,0,1,1,1,0,0,0,0,1
"14427",14427,1,1939,1,1,1,1,1,0,0,0,0,0,0,1
"14428",14428,0,1964,1,1,1,0,0,1,0,0,0,0,0,1
"14429",14429,1,1962,1,1,1,0,0,1,0,0,0,0,0,1
"14430",14430,1,1977,1,0,1,0,0,0,0,0,0,1,0,0
"14431",14431,1,1952,1,1,1,0,0,1,0,0,0,1,0,0
"14432",14432,0,1952,1,1,1,1,1,0,1,0,0,1,0,0
"14433",14433,1,1966,0,1,1,0,1,1,0,1,0,0,0,0
"14434",14434,1,1942,1,1,1,1,0,0,1,0,0,0,0,1
"14435",14435,0,1940,1,1,1,1,0,1,1,0,0,0,0,1
"14436",14436,1,1945,1,1,1,0,1,0,0,0,0,0,0,1
"14437",14437,0,1941,1,1,1,0,1,0,0,0,0,0,0,1
"14438",14438,1,1960,1,1,1,0,1,1,0,0,0,0,1,0
"14439",14439,0,1959,1,1,1,0,1,1,0,0,0,0,1,0
"14440",14440,0,1986,0,0,1,0,0,0,0,0,0,0,1,0
"14441",14441,0,1950,1,1,1,0,0,0,0,0,1,0,0,0
"14442",14442,1,1947,1,1,1,0,0,1,1,0,0,0,1,0
"14443",14443,0,1946,1,1,1,0,0,1,0,0,0,0,1,0
"14444",14444,1,1962,1,0,1,0,0,1,0,1,0,0,0,0
"14445",14445,0,1963,1,0,1,0,0,1,0,1,0,0,0,0
"14446",14446,0,1961,1,1,1,0,1,1,0,0,0,1,0,0
"14447",14447,1,1957,1,1,1,0,0,1,0,0,0,1,0,0
"14448",14448,0,1957,1,0,1,0,1,1,1,0,0,0,0,1
"14449",14449,0,1956,1,1,1,0,0,0,1,0,0,0,0,1
"14450",14450,1,1957,1,1,1,1,0,0,1,0,0,0,0,1
"14451",14451,0,1984,0,0,1,0,0,0,0,0,0,0,0,1
"14452",14452,1,1959,1,1,1,0,1,0,1,0,0,0,0,1
"14453",14453,0,1957,1,1,1,0,0,0,0,0,0,0,0,1
"14454",14454,1,1960,1,1,1,0,0,1,0,0,0,0,0,1
"14455",14455,1,1958,0,0,1,0,0,1,1,0,0,0,0,1
"14456",14456,0,1930,1,1,1,0,1,0,0,0,0,0,0,1
"14457",14457,1,1919,0,1,1,0,1,0,0,0,1,0,0,0
"14458",14458,0,1957,1,1,1,0,0,0,0,0,1,0,0,0
"14459",14459,0,1947,1,1,1,1,0,0,0,0,0,0,0,1
"14460",14460,1,1966,1,1,1,1,1,0,0,0,0,0,0,1
"14461",14461,0,1931,1,1,1,1,1,0,0,0,0,0,1,0
"14462",14462,1,1931,1,1,1,1,1,0,0,0,0,0,1,0
"14463",14463,0,1962,1,1,1,0,0,1,0,0,1,0,0,0
"14464",14464,1,1974,1,1,1,0,0,1,0,0,1,0,0,0
"14465",14465,1,1959,1,1,1,0,0,0,0,0,0,0,0,1
"14466",14466,0,1958,1,1,1,0,0,0,0,0,0,0,0,1
"14467",14467,0,1933,0,1,1,0,1,0,0,0,0,0,0,1
"14468",14468,1,1936,1,1,1,0,0,0,0,0,0,0,0,1
"14469",14469,0,1940,1,1,1,0,1,1,0,0,0,0,0,1
"14470",14470,1,1981,1,1,1,0,1,1,0,0,0,0,0,1
"14471",14471,1,1942,1,1,1,0,1,1,0,0,0,0,0,1
"14472",14472,0,1963,1,1,1,0,1,1,1,0,0,1,0,0
"14473",14473,1,1965,1,1,1,0,1,1,1,0,0,1,0,0
"14474",14474,1,1959,1,1,1,0,1,0,0,0,0,0,0,1
"14475",14475,0,1958,1,1,1,0,1,0,0,0,0,0,0,1
"14476",14476,0,1934,1,1,1,1,1,0,1,0,0,1,0,0
"14477",14477,1,1947,1,1,1,1,0,1,0,0,0,1,0,0
"14478",14478,0,1941,1,1,1,0,0,1,1,1,0,0,0,0
"14479",14479,0,1983,0,0,1,0,0,0,0,0,0,0,0,1
"14480",14480,1,1959,1,1,1,1,1,1,1,0,0,0,0,1
"14481",14481,0,1959,1,1,1,1,0,1,0,0,0,0,0,1
"14482",14482,1,1958,1,1,1,0,1,0,1,1,0,0,0,0
"14483",14483,0,1950,1,1,1,0,1,0,1,1,0,0,0,0
"14484",14484,1,1959,1,1,1,0,0,1,1,0,0,0,0,1
"14485",14485,0,1978,1,1,1,0,0,1,1,0,0,0,1,0
"14486",14486,1,1977,0,0,1,0,0,0,1,0,0,0,1,0
"14487",14487,1,1964,1,1,1,0,0,1,1,0,0,0,1,0
"14488",14488,1,1942,1,1,1,0,0,1,1,0,0,0,0,1
"14489",14489,0,1944,1,1,1,0,0,1,1,0,0,0,0,1
"14490",14490,0,1982,1,1,1,0,1,1,0,0,0,0,0,1
"14491",14491,1,1952,1,1,1,0,1,1,1,0,0,0,0,1
"14492",14492,0,1984,0,0,1,0,0,0,0,1,0,0,0,0
"14493",14493,0,1953,1,1,1,0,1,1,0,1,0,0,0,0
"14494",14494,1,1957,1,1,1,0,0,1,0,1,0,0,0,0
"14495",14495,1,1960,1,1,1,0,1,0,0,1,0,0,0,0
"14496",14496,1,1985,0,0,1,0,0,0,0,1,0,0,0,0
"14497",14497,0,1986,0,0,1,0,0,0,0,0,0,0,0,1
"14498",14498,1,1950,1,1,1,1,1,1,1,0,0,0,0,1
"14499",14499,0,1948,1,1,1,0,1,1,0,0,0,0,0,1
"14500",14500,0,1947,1,1,1,0,0,1,1,0,0,0,1,0
"14501",14501,1,1947,1,1,1,0,0,1,1,0,0,0,1,0
"14502",14502,0,1954,1,1,1,0,0,0,0,0,0,0,0,1
"14503",14503,1,1949,1,1,1,0,0,1,0,0,1,0,0,0
"14504",14504,0,1946,1,1,1,0,0,1,0,0,1,0,0,0
"14505",14505,0,1968,0,1,1,0,0,1,0,0,1,0,0,0
"14506",14506,1,1967,1,0,1,0,0,1,0,0,1,0,0,0
"14507",14507,1,1974,1,1,1,0,0,1,0,0,0,0,0,1
"14508",14508,0,1966,1,1,1,0,0,1,0,0,0,0,0,1
"14509",14509,1,1943,1,1,1,0,0,1,1,0,0,0,0,1
"14510",14510,0,1943,1,1,1,0,0,1,1,0,0,0,0,1
"14511",14511,1,1957,1,1,1,1,0,0,0,0,0,1,0,0
"14512",14512,0,1960,1,0,1,0,0,0,0,0,0,1,0,0
"14513",14513,0,1961,1,0,1,0,0,1,0,0,0,0,0,1
"14514",14514,1,1962,1,0,1,0,0,1,0,0,0,0,0,1
"14515",14515,1,1954,1,1,1,1,1,0,1,0,0,0,0,1
"14516",14516,0,1953,1,1,1,1,0,1,1,0,0,0,0,1
"14517",14517,1,1945,1,1,1,0,0,0,1,0,0,0,0,1
"14518",14518,0,1954,1,1,1,0,0,1,1,0,0,1,0,0
"14519",14519,1,1952,1,0,1,0,0,1,0,0,0,1,0,0
"14520",14520,0,1973,1,1,1,0,1,1,0,0,0,0,0,1
"14521",14521,1,1971,1,1,1,0,1,1,0,0,0,0,0,1
"14522",14522,0,1943,1,1,1,0,0,1,1,0,0,0,0,1
"14523",14523,1,1947,1,1,1,0,0,0,1,0,0,0,0,1
"14524",14524,0,1968,1,1,1,1,1,0,0,0,0,0,1,0
"14525",14525,1,1953,1,1,1,0,1,0,0,0,1,0,0,0
"14526",14526,0,1954,1,1,1,0,1,0,0,0,1,0,0,0
"14527",14527,1,1985,0,0,1,0,0,0,0,0,0,1,0,0
"14528",14528,0,1952,1,1,1,0,0,1,1,0,0,1,0,0
"14529",14529,1,1952,1,1,1,1,1,1,1,0,0,1,0,0
"14530",14530,1,1963,1,1,1,1,0,1,1,0,0,0,0,1
"14531",14531,0,1960,1,0,1,1,0,1,0,0,0,0,0,1
"14532",14532,1,1955,1,1,1,0,1,1,1,0,0,0,0,1
"14533",14533,1,1933,1,1,1,1,0,1,1,0,0,0,0,1
"14534",14534,0,1930,1,1,1,1,0,0,1,0,0,0,0,1
"14535",14535,0,1952,1,1,1,1,0,0,0,0,0,1,0,0
"14536",14536,1,1956,1,1,1,1,0,1,0,0,0,1,0,0
"14537",14537,0,1950,1,1,1,1,0,1,0,1,0,0,0,0
"14538",14538,1,1948,1,1,1,0,0,1,1,0,0,0,0,1
"14539",14539,0,1944,1,1,1,0,1,1,1,0,0,0,0,1
"14540",14540,1,1972,0,0,1,0,0,1,1,0,1,0,0,0
"14541",14541,0,1964,1,1,1,0,0,1,1,0,1,0,0,0
"14542",14542,1,1942,1,1,1,0,0,1,0,1,0,0,0,0
"14543",14543,0,1944,1,1,1,0,0,1,0,1,0,0,0,0
"14544",14544,1,1953,1,1,1,0,1,1,0,0,0,0,0,1
"14545",14545,0,1955,1,1,1,0,1,0,0,0,0,0,0,1
"14546",14546,1,1945,1,1,1,0,0,1,1,0,0,0,1,0
"14547",14547,1,1952,1,0,1,0,1,1,0,0,0,0,0,1
"14548",14548,0,1965,1,1,1,0,1,1,1,0,0,0,0,1
"14549",14549,1,1958,1,1,1,0,1,1,1,0,0,0,0,1
"14550",14550,0,1970,0,0,1,0,1,0,0,0,0,0,0,1
"14551",14551,0,1945,1,1,1,0,1,1,1,0,0,0,0,1
"14552",14552,0,1936,1,1,1,1,0,0,0,0,0,0,0,1
"14553",14553,0,1964,1,0,1,0,0,1,0,1,0,0,0,0
"14554",14554,1,1956,1,0,1,0,0,0,0,1,0,0,0,0
"14555",14555,1,1924,1,1,1,1,1,1,0,0,0,0,1,0
"14556",14556,1,1948,1,1,1,0,0,1,0,0,0,0,1,0
"14557",14557,0,1956,1,1,1,0,0,1,1,0,0,0,0,1
"14558",14558,1,1952,1,1,1,0,0,0,1,0,0,0,0,1
"14559",14559,1,1974,1,1,1,0,0,0,0,0,0,1,0,0
"14560",14560,0,1951,1,1,1,0,0,1,0,0,0,1,0,0
"14561",14561,0,1981,0,0,1,0,0,0,0,0,0,1,0,0
"14562",14562,0,1964,1,1,1,0,0,1,1,0,0,0,1,0
"14563",14563,1,1956,1,0,1,0,0,1,0,0,0,0,0,1
"14564",14564,0,1950,1,1,1,1,1,1,0,0,0,0,0,1
"14565",14565,1,1944,1,1,1,0,0,0,0,0,0,0,0,1
"14566",14566,1,1947,1,1,1,0,0,0,0,0,0,0,0,1
"14567",14567,0,1947,1,1,1,0,0,0,0,0,0,0,0,1
"14568",14568,0,1961,1,1,1,0,0,1,0,0,0,0,0,1
"14569",14569,1,1959,1,1,1,0,0,1,0,0,0,0,0,1
"14570",14570,1,1969,1,0,1,0,0,1,0,0,0,0,0,1
"14571",14571,0,1966,1,1,1,0,0,1,0,0,0,0,0,1
"14572",14572,1,1931,1,0,1,0,1,0,0,0,1,0,0,0
"14573",14573,0,1930,1,0,1,0,1,0,0,0,1,0,0,0
"14574",14574,0,1937,1,1,1,0,0,0,1,1,0,0,0,0
"14575",14575,1,1945,1,1,1,0,0,0,1,0,1,0,0,0
"14576",14576,0,1940,1,1,1,0,0,0,1,0,0,1,0,0
"14577",14577,0,1950,1,1,1,0,0,1,0,0,0,0,0,1
"14578",14578,1,1951,1,0,1,0,0,1,0,0,0,0,0,1
"14579",14579,0,1972,0,0,1,0,1,0,0,0,0,0,0,1
"14580",14580,1,1974,0,0,1,0,1,1,1,0,0,0,0,1
"14581",14581,1,1968,1,0,1,0,0,0,0,0,0,0,0,1
"14582",14582,1,1956,1,1,1,0,0,1,1,0,0,0,0,1
"14583",14583,0,1955,1,1,1,0,0,0,0,0,0,0,0,1
"14584",14584,0,1985,0,0,1,0,0,0,0,0,1,0,0,0
"14585",14585,0,1956,1,1,1,0,0,1,1,0,1,0,0,0
"14586",14586,1,1958,1,1,1,0,0,1,1,0,1,0,0,0
"14587",14587,1,1950,1,1,1,0,0,1,0,1,0,0,0,0
"14588",14588,0,1947,1,1,1,1,1,1,1,1,0,0,0,0
"14589",14589,0,1961,0,1,1,0,1,1,1,0,1,0,0,0
"14590",14590,1,1970,1,1,1,0,1,0,0,0,0,0,0,1
"14591",14591,0,1967,1,1,1,0,0,1,0,0,0,0,0,1
"14592",14592,1,1971,1,1,1,0,0,1,0,0,0,0,0,1
"14593",14593,0,1931,1,1,1,0,1,1,1,0,0,0,0,1
"14594",14594,1,1932,1,1,1,0,1,0,1,0,0,0,0,1
"14595",14595,0,1962,1,1,1,1,1,0,1,1,0,0,0,0
"14596",14596,1,1964,1,1,1,0,1,0,1,1,0,0,0,0
"14597",14597,0,1951,1,1,1,1,1,1,1,0,0,0,0,1
"14598",14598,1,1951,1,1,1,0,0,1,0,0,0,0,0,1
"14599",14599,0,1956,1,1,1,0,0,1,0,0,0,1,0,0
"14600",14600,1,1958,1,1,1,0,0,1,0,0,0,1,0,0
"14601",14601,1,1984,0,0,1,0,0,0,0,0,0,1,0,0
"14602",14602,1,1985,0,0,1,0,0,1,0,0,0,1,0,0
"14603",14603,1,1958,1,0,1,0,0,0,0,0,0,0,0,1
"14604",14604,0,1953,1,1,1,1,1,0,0,0,0,0,0,1
"14605",14605,1,1972,1,1,1,0,0,0,1,0,0,0,0,1
"14606",14606,0,1964,1,1,1,0,0,1,0,0,0,0,0,1
"14607",14607,0,1963,1,1,1,0,0,1,0,0,0,0,0,1
"14608",14608,1,1965,1,1,1,0,0,1,0,0,0,0,0,1
"14609",14609,1,1967,1,0,1,0,0,1,0,0,0,0,1,0
"14610",14610,0,1961,1,0,1,0,0,1,0,0,0,0,1,0
"14611",14611,1,1961,1,1,1,0,0,0,0,0,0,0,0,1
"14612",14612,1,1957,1,1,1,0,0,1,1,0,0,1,0,0
"14613",14613,0,1945,0,1,1,0,0,1,0,0,0,0,1,0
"14614",14614,1,1951,1,1,1,0,0,1,1,0,0,0,1,0
"14615",14615,1,1971,0,0,1,0,0,0,0,0,0,0,1,0
"14616",14616,0,1967,1,1,1,0,1,1,0,0,0,0,1,0
"14617",14617,0,1952,1,1,1,0,0,1,0,0,0,0,0,1
"14618",14618,1,1928,1,1,1,1,1,1,0,0,0,0,0,1
"14619",14619,0,1928,1,1,1,1,1,1,0,0,0,0,0,1
"14620",14620,0,1928,1,1,1,0,1,0,1,0,0,0,0,1
"14621",14621,1,1962,0,0,1,0,0,0,1,0,0,0,0,1
"14622",14622,0,1968,1,1,1,0,1,0,0,0,0,0,0,1
"14623",14623,1,1969,0,0,1,0,0,0,0,0,0,0,0,1
"14624",14624,1,1962,1,1,1,0,0,1,0,1,0,0,0,0
"14625",14625,0,1962,1,1,1,0,1,1,0,1,0,0,0,0
"14626",14626,0,1965,1,1,1,1,1,0,0,0,0,0,0,1
"14627",14627,0,1950,1,1,1,0,0,1,0,0,0,0,0,1
"14628",14628,0,1933,1,1,1,0,0,0,0,0,0,0,0,1
"14629",14629,1,1935,1,1,1,0,1,0,0,0,0,0,0,1
"14630",14630,1,1941,1,0,1,1,0,1,0,0,0,1,0,0
"14631",14631,1,1957,1,1,1,0,0,0,0,0,0,1,0,0
"14632",14632,1,1939,1,1,1,1,0,1,1,0,0,0,0,1
"14633",14633,0,1948,1,1,1,0,1,1,1,0,1,0,0,0
"14634",14634,1,1957,0,1,1,0,1,1,0,0,1,0,0,0
"14635",14635,0,1965,1,1,1,0,1,0,1,1,0,0,0,0
"14636",14636,1,1967,1,1,1,0,1,0,0,1,0,0,0,0
"14637",14637,0,1945,1,1,1,0,1,1,1,0,0,0,0,1
"14638",14638,1,1948,0,1,1,0,0,1,0,0,0,0,0,1
"14639",14639,0,1953,1,1,1,0,0,1,0,0,0,0,1,0
"14640",14640,1,1952,1,1,1,0,0,1,0,0,0,0,1,0
"14641",14641,1,1934,1,1,1,0,0,1,0,0,1,0,0,0
"14642",14642,0,1929,1,1,1,1,0,0,1,0,1,0,0,0
"14643",14643,1,1953,1,1,1,1,1,1,0,0,0,0,0,1
"14644",14644,0,1952,1,1,1,0,1,1,0,0,0,0,0,1
"14645",14645,1,1930,1,1,1,1,0,0,0,0,0,0,0,1
"14646",14646,0,1935,1,1,1,0,1,1,1,1,0,0,0,0
"14647",14647,1,1972,1,1,1,0,0,1,1,0,0,0,0,1
"14648",14648,0,1968,1,1,1,0,1,1,1,0,0,0,0,1
"14649",14649,0,1941,1,1,1,0,0,1,1,0,0,1,0,0
"14650",14650,1,1944,1,1,1,0,0,1,1,0,0,1,0,0
"14651",14651,0,1949,1,1,1,0,0,1,1,0,0,0,1,0
"14652",14652,1,1957,1,1,1,0,0,1,1,0,0,0,1,0
"14653",14653,1,1985,0,0,1,0,0,0,1,0,1,0,0,0
"14654",14654,1,1960,1,1,1,0,1,0,1,0,1,0,0,0
"14655",14655,0,1980,1,1,1,0,1,0,0,0,0,0,0,1
"14656",14656,0,1949,1,1,1,0,1,0,0,0,0,0,0,1
"14657",14657,1,1952,1,1,1,0,1,0,0,0,0,0,0,1
"14658",14658,1,1925,1,1,1,1,1,0,0,0,0,0,0,1
"14659",14659,1,1951,1,1,1,0,1,1,0,0,0,1,0,0
"14660",14660,1,1950,1,1,1,0,1,1,0,0,0,1,0,0
"14661",14661,0,1957,1,1,1,0,1,0,1,0,1,0,0,0
"14662",14662,1,1955,1,1,1,0,1,0,1,0,1,0,0,0
"14663",14663,0,1963,1,1,1,0,0,1,0,0,0,0,0,1
"14664",14664,1,1963,1,1,1,0,0,0,0,0,0,0,0,1
"14665",14665,0,1962,1,0,1,0,0,0,1,0,0,0,0,1
"14666",14666,1,1969,1,1,1,0,0,1,0,0,0,0,0,1
"14667",14667,1,1938,1,1,1,0,1,0,0,1,0,0,0,0
"14668",14668,0,1935,1,1,1,0,1,1,1,1,0,0,0,0
"14669",14669,0,1957,1,1,1,1,0,0,0,0,0,0,0,1
"14670",14670,1,1949,1,1,1,0,1,1,0,0,0,0,0,1
"14671",14671,1,1962,1,1,1,0,1,1,1,0,0,0,0,1
"14672",14672,1,1951,1,1,1,1,0,0,0,0,0,0,1,0
"14673",14673,0,1941,1,1,1,1,0,1,0,0,0,0,1,0
"14674",14674,0,1919,1,1,1,0,0,1,0,0,0,0,0,1
"14675",14675,1,1920,1,1,1,0,0,0,0,0,0,0,0,1
"14676",14676,1,1978,0,1,1,0,1,1,1,0,0,0,0,1
"14677",14677,1,1964,1,1,1,0,0,1,1,0,0,0,0,1
"14678",14678,0,1962,1,1,1,0,0,1,1,0,0,0,0,1
"14679",14679,0,1961,1,1,1,0,1,1,1,0,0,0,0,1
"14680",14680,1,1962,1,1,1,0,0,1,0,0,0,0,0,1
"14681",14681,1,1976,1,1,1,1,1,1,1,0,0,0,0,1
"14682",14682,0,1953,1,1,1,0,0,0,0,0,1,0,0,0
"14683",14683,1,1952,1,1,1,0,1,1,1,0,1,0,0,0
"14684",14684,1,1982,0,0,1,0,0,0,0,0,1,0,0,0
"14685",14685,1,1971,1,1,1,0,1,0,0,0,0,0,1,0
"14686",14686,0,1938,1,1,1,0,1,0,0,1,0,0,0,0
"14687",14687,1,1937,1,1,1,0,1,0,0,1,0,0,0,0
"14688",14688,0,1933,1,1,1,0,1,0,0,0,0,0,0,1
"14689",14689,1,1969,1,1,1,0,1,0,1,0,0,0,1,0
"14690",14690,1,1963,1,1,1,0,1,1,1,0,0,0,0,1
"14691",14691,0,1961,1,1,1,0,0,1,1,0,0,0,0,1
"14692",14692,0,1961,1,1,1,0,1,0,0,0,0,0,0,1
"14693",14693,1,1962,1,0,1,0,1,0,0,0,0,0,0,1
"14694",14694,1,1924,1,1,1,0,1,0,0,0,0,0,0,1
"14695",14695,0,1932,1,1,1,0,1,0,0,0,0,0,0,1
"14696",14696,1,1950,1,1,1,0,0,1,1,0,0,0,0,1
"14697",14697,0,1964,1,1,1,0,0,0,0,0,0,1,0,0
"14698",14698,1,1964,1,1,1,0,0,0,0,0,0,1,0,0
"14699",14699,0,1983,0,0,1,0,0,0,0,0,1,0,0,0
"14700",14700,1,1959,1,1,1,0,0,1,0,0,1,0,0,0
"14701",14701,0,1980,1,1,1,0,0,0,0,0,1,0,0,0
"14702",14702,0,1959,1,1,1,1,0,1,1,0,1,0,0,0
"14703",14703,1,1963,1,1,1,0,0,1,1,0,0,1,0,0
"14704",14704,0,1958,1,1,1,0,0,1,0,0,0,1,0,0
"14705",14705,1,1952,1,1,1,0,1,0,1,1,0,0,0,0
"14706",14706,0,1947,1,1,1,0,1,0,1,1,0,0,0,0
"14707",14707,1,1963,1,1,1,0,0,1,1,0,0,0,0,1
"14708",14708,1,1948,0,0,1,0,0,0,0,0,0,0,0,1
"14709",14709,0,1933,1,1,1,0,0,1,1,0,0,1,0,0
"14710",14710,1,1935,1,1,1,0,0,1,1,0,0,1,0,0
"14711",14711,1,1956,1,1,1,0,1,1,1,0,0,0,0,1
"14712",14712,0,1955,1,1,1,1,0,1,1,0,0,0,0,1
"14713",14713,0,1947,1,1,1,1,0,1,1,0,0,0,1,0
"14714",14714,1,1956,1,1,1,0,0,1,1,0,0,0,1,0
"14715",14715,1,1960,1,1,1,0,1,1,1,0,1,0,0,0
"14716",14716,1,1932,1,1,1,1,0,0,0,0,0,1,0,0
"14717",14717,0,1933,1,1,1,0,0,0,0,0,0,1,0,0
"14718",14718,0,1919,0,1,1,1,1,0,0,0,0,0,0,1
"14719",14719,1,1951,1,1,1,1,1,1,0,0,0,0,0,1
"14720",14720,1,1978,1,1,1,0,1,0,0,0,0,0,0,1
"14721",14721,0,1950,1,1,1,1,0,0,0,0,0,0,0,1
"14722",14722,1,1958,1,1,1,1,0,1,1,0,0,0,0,1
"14723",14723,0,1959,1,1,1,1,0,0,1,0,0,0,0,1
"14724",14724,0,1985,0,0,1,0,0,1,1,0,0,0,0,1
"14725",14725,0,1951,1,0,1,0,0,1,0,0,0,0,1,0
"14726",14726,1,1953,1,1,1,0,0,1,0,0,0,0,1,0
"14727",14727,1,1929,1,1,1,0,0,1,0,1,0,0,0,0
"14728",14728,0,1947,1,1,1,0,0,1,0,0,0,0,0,1
"14729",14729,1,1953,1,1,1,1,1,1,0,0,0,0,0,1
"14730",14730,0,1942,1,0,1,0,0,1,0,0,0,0,0,1
"14731",14731,1,1971,0,0,1,0,0,0,0,1,0,0,0,0
"14732",14732,0,1939,1,1,1,0,1,0,0,1,0,0,0,0
"14733",14733,0,1934,1,1,1,0,0,1,1,0,1,0,0,0
"14734",14734,0,1936,1,1,1,0,1,0,0,0,0,0,0,1
"14735",14735,1,1937,1,1,1,0,1,0,0,0,0,0,0,1
"14736",14736,1,1961,1,1,1,0,1,0,0,0,0,0,0,1
"14737",14737,0,1962,1,0,1,1,1,1,0,0,0,0,0,1
"14738",14738,1,1969,1,1,1,1,1,0,1,0,0,0,0,1
"14739",14739,0,1969,1,1,1,0,0,1,1,0,0,0,0,1
"14740",14740,1,1955,1,1,1,0,0,1,1,0,0,0,0,1
"14741",14741,0,1952,1,1,1,0,1,1,1,0,0,0,0,1
"14742",14742,0,1939,1,1,1,0,0,1,1,0,0,1,0,0
"14743",14743,1,1939,0,0,1,0,0,0,1,0,0,1,0,0
"14744",14744,1,1956,1,1,1,0,0,0,1,0,1,0,0,0
"14745",14745,0,1951,1,1,1,0,0,0,1,0,1,0,0,0
"14746",14746,0,1953,1,0,1,0,0,0,0,1,0,0,0,0
"14747",14747,1,1956,1,1,1,0,0,1,0,1,0,0,0,0
"14748",14748,1,1930,1,1,1,0,1,1,0,0,0,0,0,1
"14749",14749,0,1941,1,1,1,0,0,1,0,0,0,0,0,1
"14750",14750,1,1943,1,1,1,0,0,1,0,0,0,0,0,1
"14751",14751,0,1955,1,1,1,0,0,1,0,0,0,0,0,1
"14752",14752,1,1951,1,1,1,0,0,1,0,0,0,0,0,1
"14753",14753,1,1965,1,1,1,0,0,1,0,0,0,0,1,0
"14754",14754,0,1964,1,1,1,0,0,0,0,0,0,0,1,0
"14755",14755,0,1946,1,0,1,0,1,1,0,0,0,0,0,1
"14756",14756,1,1951,1,0,1,0,1,1,0,0,0,0,0,1
"14757",14757,0,1925,1,1,1,0,0,0,0,0,0,1,0,0
"14758",14758,1,1931,1,1,1,0,0,0,0,0,0,1,0,0
"14759",14759,1,1964,1,1,1,0,1,0,0,0,0,0,0,1
"14760",14760,0,1950,1,1,1,0,1,0,0,0,0,0,0,1
